Voltage (V),Time (sec)
0.045188879055146944,73.466981442
0.045376384777367475,73.479450816
0.04500137333292642,73.494085659
0.04500137333292642,73.501370658
0.04481386761070589,73.50653081
0.044626361888485365,73.511450446
0.04481386761070589,73.516586956
0.04481386761070589,73.521949512
0.04500137333292642,73.527055347
0.044626361888485365,73.532051386
0.04481386761070589,73.536995077
0.044626361888485365,73.54213393
0.044438856166264834,73.547101795
0.044626361888485365,73.552065803
0.04481386761070589,73.557489444
0.04481386761070589,73.562593556
0.044626361888485365,73.567689912
0.044626361888485365,73.572661267
0.04481386761070589,73.577703301
0.04500137333292642,73.582543926
0.04481386761070589,73.588110331
0.04500137333292642,73.593068925
0.04481386761070589,73.598053818
0.04481386761070589,73.602977568
0.044626361888485365,73.607882883
0.04481386761070589,73.612968769
0.04481386761070589,73.617976013
0.04481386761070589,73.623476273
0.044626361888485365,73.628347786
0.04481386761070589,73.633318046
0.044626361888485365,73.638285441
0.04481386761070589,73.64326747
0.04500137333292642,73.648416008
0.04500137333292642,73.653438246
0.04481386761070589,73.662281526
0.04481386761070589,73.668408762
0.04481386761070589,73.674409696
0.04481386761070589,73.680574643
0.04481386761070589,73.686646622
0.04481386761070589,73.692791883
0.04481386761070589,73.698713655
0.044626361888485365,73.704660011
0.04481386761070589,73.845313241
0.04481386761070589,73.850414124
0.044626361888485365,73.855335686
0.044626361888485365,73.860347043
0.04481386761070589,73.865212979
0.04500137333292642,73.870317613
0.04500137333292642,73.875196832
0.04500137333292642,73.880569961
0.04500137333292642,73.885592824
0.04500137333292642,73.890538504
0.04481386761070589,73.895614285
0.04481386761070589,73.900575486
0.04481386761070589,73.905707621
0.044626361888485365,73.911306319
0.044626361888485365,73.916228918
0.04481386761070589,73.921265735
0.044626361888485365,73.926320624
0.044438856166264834,73.931374219
0.044626361888485365,73.936414219
0.04481386761070589,73.941504899
0.04481386761070589,73.946909324
0.044438856166264834,73.951738543
0.044438856166264834,73.956571041
0.04481386761070589,73.961355206
0.04500137333292642,73.966193234
0.04500137333292642,73.971063077
0.045188879055146944,73.976342455
0.04500137333292642,73.981269172
0.04481386761070589,73.986068753
0.04481386761070589,73.991042401
0.04500137333292642,73.995858229
0.04481386761070589,74.000725104
0.044626361888485365,74.005528181
0.044626361888485365,74.011495527
0.04481386761070589,74.017558029
0.04481386761070589,74.02341459
0.044626361888485365,74.029392402
0.04481386761070589,74.035562611
0.044626361888485365,74.041887252
0.044626361888485365,74.048099755
0.04481386761070589,74.054137205
0.044626361888485365,74.061211373
0.04481386761070589,74.067022729
0.04500137333292642,74.073244293
0.04500137333292642,74.079349451
0.04500137333292642,74.085190801
0.04500137333292642,74.091287881
0.04500137333292642,74.09743163
0.04481386761070589,74.10356262
0.04500137333292642,74.109623973
0.04481386761070589,74.11654939
0.04500137333292642,74.122674548
0.04500137333292642,74.128851369
0.04481386761070589,74.135007722
0.04500137333292642,74.141166889
0.04500137333292642,74.147092043
0.04481386761070589,74.153347455
0.04500137333292642,74.159429023
0.04500137333292642,74.166237361
0.04481386761070589,74.172328503
0.04500137333292642,74.178356888
0.04500137333292642,74.184463972
0.04481386761070589,74.190669598
0.04500137333292642,74.196741945
0.04481386761070589,74.202829547
0.04481386761070589,74.208788089
0.04500137333292642,74.215504909
0.04500137333292642,74.221699752
0.04481386761070589,74.227869595
0.04500137333292642,74.23374673
0.04500137333292642,74.239820848
0.04481386761070589,74.245725587
0.04500137333292642,74.251645011
0.04500137333292642,74.257593446
0.04481386761070589,74.263868085
0.04500137333292642,74.27045116
0.04500137333292642,74.276491941
0.04481386761070589,74.282453868
0.04500137333292642,74.28833173
0.04481386761070589,74.294538451
0.04500137333292642,74.300679593
0.04500137333292642,74.306811983
0.04481386761070589,74.3128461
0.04500137333292642,74.319723023
0.04500137333292642,74.325771411
0.044626361888485365,74.332073601
0.04500137333292642,74.338091835
0.04500137333292642,74.344119388
0.04481386761070589,74.350366424
0.04500137333292642,74.356330017
0.04500137333292642,74.362508973
0.04481386761070589,74.369291939
0.04500137333292642,74.375437467
0.04500137333292642,74.381350072
0.04481386761070589,74.387464815
0.04500137333292642,74.393460908
0.04500137333292642,74.399325904
0.04481386761070589,74.405624185
0.04500137333292642,74.4117621
0.04500137333292642,74.417713871
0.04481386761070589,74.424330737
