Voltage (V),Time (sec)
0.04331382183294168,210.26874851
0.04312631611072116,210.274678142
0.04331382183294168,210.284426685
0.04312631611072116,210.294949442
0.04331382183294168,210.301795534
0.04331382183294168,210.307849382
0.04312631611072116,210.313969949
0.04331382183294168,210.321031873
0.04331382183294168,210.327047342
0.04331382183294168,210.333354472
0.04331382183294168,210.33938869
0.04331382183294168,210.345476189
0.04312631611072116,210.35155093
0.04312631611072116,210.357753221
0.04331382183294168,210.363853068
0.04331382183294168,210.369748584
0.04331382183294168,210.376845145
0.04331382183294168,210.382792331
0.04331382183294168,210.388730506
0.04312631611072116,210.394885046
0.04331382183294168,210.401077809
0.04331382183294168,210.407139113
0.04312631611072116,210.41339776
0.04331382183294168,210.419739483
0.04331382183294168,210.42569698
0.04331382183294168,210.432609795
0.04350132755516221,210.438772396
0.04331382183294168,210.444711299
0.04312631611072116,210.450727392
0.04331382183294168,210.45680614
0.04312631611072116,210.462758896
0.04312631611072116,210.468954419
0.04331382183294168,210.475359673
0.04312631611072116,210.48202009
0.04312631611072116,210.48820025
0.04331382183294168,210.494103998
0.04331382183294168,210.500267176
0.04312631611072116,210.506464259
0.04331382183294168,210.512828846
0.04331382183294168,210.518893848
0.04312631611072116,210.525142079
0.04331382183294168,210.532378748
0.04312631611072116,210.538392446
0.04312631611072116,210.544583124
0.04312631611072116,210.550665679
0.04312631611072116,210.556865211
0.04312631611072116,210.562841049
0.04331382183294168,210.568674229
0.04312631611072116,210.574614174
0.04312631611072116,210.580591936
0.04331382183294168,210.58750282
0.04312631611072116,210.593718922
0.04312631611072116,210.599711582
0.04331382183294168,210.60566085
0.04293881038850063,210.611765851
0.04312631611072116,210.618064657
0.04331382183294168,210.624305962
0.04312631611072116,210.630437472
0.04312631611072116,210.637675238
0.04331382183294168,210.644061074
0.04312631611072116,210.650182996
0.04312631611072116,210.656401904
0.04331382183294168,210.662477689
0.04331382183294168,210.668687945
0.04312631611072116,210.675025758
0.04312631611072116,210.681390967
0.04312631611072116,210.687708258
0.04312631611072116,210.694620236
0.04312631611072116,210.700932479
0.04312631611072116,210.707139039
0.04312631611072116,210.713391904
0.04312631611072116,210.71955237
0.04331382183294168,210.725707843
0.04331382183294168,210.731863105
0.04312631611072116,210.737939144
0.04331382183294168,210.74410264
0.04312631611072116,210.75085144
0.04312631611072116,210.757358992
0.04312631611072116,210.76366633
0.04312631611072116,210.769981379
0.04312631611072116,210.776270229
0.04312631611072116,210.782510385
0.04312631611072116,210.788915646
0.04312631611072116,210.794994136
0.04312631611072116,210.801323924
0.04331382183294168,210.80827231
0.04312631611072116,210.814550596
0.04312631611072116,210.820747678
0.04312631611072116,210.829307523
0.04312631611072116,210.835713518
0.04312631611072116,210.84198227
0.04312631611072116,210.848344665
0.04312631611072116,210.854676021
0.04312631611072116,210.860931648
0.04331382183294168,210.867955081
0.04312631611072116,210.874256911
0.04312631611072116,210.880724199
0.04331382183294168,210.887028422
0.04312631611072116,210.89344723
0.04312631611072116,210.899732335
0.04331382183294168,210.906123483
0.04312631611072116,210.91228828
0.04312631611072116,210.919454682
0.04331382183294168,210.925633333
0.04312631611072116,210.931977917
0.04293881038850063,210.938419995
0.04331382183294168,210.94454838
0.04331382183294168,210.950855618
0.04312631611072116,210.957022129
0.04312631611072116,210.963165001
0.04331382183294168,210.96964844
0.04312631611072116,210.976809584
0.04312631611072116,210.982897397
0.04331382183294168,210.989159326
0.04312631611072116,210.995414065
0.04331382183294168,211.001627499
0.04331382183294168,211.007800154
0.04312631611072116,211.014211089
0.04331382183294168,211.020213589
0.04331382183294168,211.027031402
0.04312631611072116,211.033163069
0.04312631611072116,211.039474004
0.04331382183294168,211.045605355
0.04312631611072116,211.051982958
0.04331382183294168,211.058361764
0.04350132755516221,211.064543948
0.04331382183294168,211.070775513
0.04331382183294168,211.076946767
0.04331382183294168,211.083801248
0.04312631611072116,211.090180209
0.04331382183294168,211.096314793
0.04350132755516221,211.10247339
0.04331382183294168,211.108739275
0.04331382183294168,211.114789327
0.04350132755516221,211.120828393
0.04312631611072116,211.126960007
0.04331382183294168,211.133053132
0.04331382183294168,211.140276564
0.04331382183294168,211.146439737
0.04312631611072116,211.152597967
0.04331382183294168,211.158698698
0.04331382183294168,211.164896038
0.04312631611072116,211.170989736
0.04331382183294168,211.177207337
0.04331382183294168,211.183481082
0.04312631611072116,211.190103896
0.04331382183294168,211.196458116
0.04331382183294168,211.202618946
0.04312631611072116,211.209003893
0.04331382183294168,211.215151086
0.04331382183294168,211.221450098
0.04312631611072116,211.227644367
0.04331382183294168,211.233851032
0.04331382183294168,211.240088374
0.04312631611072116,211.247099522
0.04331382183294168,211.253162071
0.04331382183294168,211.259252175
0.04312631611072116,211.265339469
0.04312631611072116,211.271403791
0.04331382183294168,211.277594052
0.04312631611072116,211.283898687
0.04312631611072116,211.289784886
0.04331382183294168,211.29583499
0.04331382183294168,211.30273681
0.04331382183294168,211.308971759
0.04331382183294168,211.315101392
0.04331382183294168,211.321524729
0.04312631611072116,211.327618995
0.04331382183294168,211.333820143
0.04331382183294168,211.339986341
0.04312631611072116,211.346236236
0.04312631611072116,211.352460555
0.04331382183294168,211.359499094
0.04312631611072116,211.365627588
0.04312631611072116,211.371947536
0.04331382183294168,211.378224976
0.04312631611072116,211.384377737
0.04312631611072116,211.390485237
0.04331382183294168,211.396686482
0.04331382183294168,211.403025702
0.04312631611072116,211.410031016
0.04331382183294168,211.415854405
0.04331382183294168,211.422003253
0.04312631611072116,211.428052519
0.04331382183294168,211.434368249
0.04331382183294168,211.440638247
0.04312631611072116,211.447075117
0.04331382183294168,211.453489805
0.04312631611072116,211.459643453
0.04293881038850063,211.466447725
0.04312631611072116,211.472610744
0.04312631611072116,211.478686266
0.04293881038850063,211.484869497
0.04312631611072116,211.491049186
0.04331382183294168,211.497454027
0.04312631611072116,211.503500326
0.04331382183294168,211.509818662
0.04312631611072116,211.515800275
0.04293881038850063,211.522637723
0.04312631611072116,211.529008556
0.04331382183294168,211.535031888
0.04312631611072116,211.541377046
0.04293881038850063,211.547575741
0.04312631611072116,211.553647825
0.04312631611072116,211.559671153
0.04293881038850063,211.565703444
0.04312631611072116,211.572771254
0.04293881038850063,211.579090838
0.04293881038850063,211.585464747
0.04312631611072116,211.59144938
0.04293881038850063,211.597844429
0.04312631611072116,211.603920784
0.04312631611072116,211.610021252
0.04312631611072116,211.616011462
0.04293881038850063,211.62213599
0.04312631611072116,211.629066613
0.04312631611072116,211.635361974
0.04293881038850063,211.64158937
0.04312631611072116,211.647549579
0.04312631611072116,211.653757028
0.04293881038850063,211.659939318
0.04312631611072116,211.666083172
0.04312631611072116,211.672354161
0.04312631611072116,211.678473688
0.04312631611072116,211.685771557
0.04312631611072116,211.691799317
0.04312631611072116,211.698066505
0.04293881038850063,211.70397833
0.04312631611072116,211.71021661
0.04312631611072116,211.716356927
0.04293881038850063,211.722393647
0.04312631611072116,211.72855089
0.04312631611072116,211.734609121
0.04293881038850063,211.741641935
0.04312631611072116,211.747830165
0.04293881038850063,211.754043496
0.04293881038850063,211.760029119
0.04312631611072116,211.770584386
0.04293881038850063,211.782100009
0.04312631611072116,211.788241574
0.04312631611072116,211.794456365
0.04293881038850063,211.80089313
0.04312631611072116,211.807805111
0.04312631611072116,211.81408787
0.04293881038850063,211.820638134
0.04312631611072116,211.827195889
0.04293881038850063,211.833455055
0.04293881038850063,211.839610992
0.04312631611072116,211.845790627
0.04312631611072116,211.851958591
0.04293881038850063,211.858916039
0.04312631611072116,211.865085935
0.04293881038850063,211.871197865
0.04293881038850063,211.877106668
0.04312631611072116,211.882983959
0.04331382183294168,211.889248387
0.04293881038850063,211.895576616
0.04312631611072116,211.90161703
0.04312631611072116,211.907811981
0.04312631611072116,211.914882764
0.04293881038850063,211.92103912
0.04312631611072116,211.927246365
0.04293881038850063,211.933545948
0.04293881038850063,211.939730172
0.04312631611072116,211.945763087
0.04312631611072116,211.951892354
0.04293881038850063,211.957873135
0.04312631611072116,211.964083755
0.04312631611072116,211.971411619
0.04293881038850063,211.977392658
0.04312631611072116,211.98340521
0.04312631611072116,211.989460263
0.04293881038850063,211.996127452
0.04312631611072116,212.004186518
0.04293881038850063,212.010487142
0.04331382183294168,212.016726311
0.04312631611072116,212.023780994
0.04293881038850063,212.029752452
0.04312631611072116,212.036007711
0.04293881038850063,212.041995729
0.04293881038850063,212.048305204
0.04312631611072116,212.05430823
0.04293881038850063,212.060337921
0.04293881038850063,212.066334899
0.04312631611072116,212.072453226
0.04312631611072116,212.079237862
0.04312631611072116,212.085174218
0.04312631611072116,212.091253069
0.04293881038850063,212.097555727
0.04293881038850063,212.103571612
0.04312631611072116,212.109716507
0.04293881038850063,212.115741609
0.04293881038850063,212.121753433
0.04312631611072116,212.128200829
0.04312631611072116,212.134184735
0.04293881038850063,212.140514679
0.04312631611072116,212.146530301
0.04312631611072116,212.152683013
0.04293881038850063,212.158920984
0.04312631611072116,212.164812333
0.04312631611072116,212.171139317
0.042751304666280104,212.17715666
0.04312631611072116,212.183993534
0.04312631611072116,212.190219468
0.04293881038850063,212.196362806
0.04312631611072116,212.202275254
0.04312631611072116,212.208397649
0.04293881038850063,212.214478743
0.04312631611072116,212.220570201
0.04312631611072116,212.226907857
0.04293881038850063,212.233841139
0.04312631611072116,212.239893956
0.04312631611072116,212.246018224
0.04293881038850063,212.252019272
0.04312631611072116,212.258226618
0.04293881038850063,212.264350575
0.04293881038850063,212.270350522
0.04312631611072116,212.276398808
0.04312631611072116,212.282439538
0.04293881038850063,212.289537717
0.04312631611072116,212.295721726
0.04312631611072116,212.301842143
0.04293881038850063,212.308025628
0.04312631611072116,212.314080888
0.04293881038850063,212.320234168
0.04293881038850063,212.326504746
0.04312631611072116,212.332580421
0.04293881038850063,212.3399612
0.04293881038850063,212.346078284
0.04312631611072116,212.351972758
0.04293881038850063,212.358173018
0.04293881038850063,212.364237496
0.04312631611072116,212.370401039
0.04293881038850063,212.376441559
0.04293881038850063,212.382615413
0.04293881038850063,212.389279524
0.04293881038850063,212.395608897
0.04293881038850063,212.401564101
0.04312631611072116,212.407720976
0.04312631611072116,212.413764156
0.04293881038850063,212.419877899
0.04312631611072116,212.425823159
0.04293881038850063,212.43213951
0.04293881038850063,212.438368411
0.04312631611072116,212.445280967
0.04293881038850063,212.451561745
0.04293881038850063,212.45772404
0.04312631611072116,212.4639743
0.04293881038850063,212.470139978
0.04312631611072116,212.476347528
0.04312631611072116,212.482473829
0.04293881038850063,212.488614815
0.04312631611072116,212.495236173
0.04312631611072116,212.501343936
0.04293881038850063,212.507661796
0.04312631611072116,212.513804453
0.04312631611072116,212.519733777
0.04293881038850063,212.525800443
0.04312631611072116,212.532105861
0.04312631611072116,212.538363146
0.04293881038850063,212.545480442
0.04312631611072116,212.551470333
0.04312631611072116,212.557461379
0.04293881038850063,212.56357169
0.04312631611072116,212.569569662
0.04312631611072116,212.575779813
0.04293881038850063,212.582056635
0.04312631611072116,212.587964394
0.04312631611072116,212.593904758
0.04312631611072116,212.600964499
0.04312631611072116,212.60691153
0.04293881038850063,212.613030124
0.04293881038850063,212.619237517
0.04293881038850063,212.625240281
0.04331382183294168,212.63141757
0.04293881038850063,212.637469392
0.04312631611072116,212.643494547
0.04312631611072116,212.65000377
0.04312631611072116,212.656131632
0.04293881038850063,212.662307674
0.04312631611072116,212.668317832
0.04312631611072116,212.674623301
0.04312631611072116,212.68083908
0.04312631611072116,212.686934597
0.04312631611072116,212.693216054
0.04312631611072116,212.699375276
0.04312631611072116,212.706176264
0.04312631611072116,212.712328713
0.04312631611072116,212.718526524
0.04312631611072116,212.72466355
0.04312631611072116,212.730892816
0.04331382183294168,212.736912351
0.04331382183294168,212.743137454
0.04312631611072116,212.749163806
0.04331382183294168,212.756092445
0.04331382183294168,212.762078535
0.04312631611072116,212.76846249
0.04312631611072116,212.77455577
0.04331382183294168,212.780551496
0.04312631611072116,212.786689573
0.04312631611072116,212.792664984
0.04331382183294168,212.798772225
0.04312631611072116,212.804871548
0.04312631611072116,212.811972479
0.04331382183294168,212.817909404
0.04312631611072116,212.824039143
0.04331382183294168,212.830189824
0.04331382183294168,212.83637748
0.04312631611072116,212.842650974
0.04312631611072116,212.848579983
0.04350132755516221,212.854709984
0.04312631611072116,212.861373842
0.04312631611072116,212.867669889
0.04331382183294168,212.873817961
0.04312631611072116,212.879736136
0.04312631611072116,212.88598765
0.04331382183294168,212.892047492
0.04312631611072116,212.898122024
0.04331382183294168,212.904170981
0.04350132755516221,212.911125146
0.04312631611072116,212.91741254
0.04331382183294168,212.923743685
0.04331382183294168,212.929813793
0.04312631611072116,212.935901189
0.04331382183294168,212.941901139
0.04312631611072116,212.947806036
0.04312631611072116,212.954176244
0.04331382183294168,212.960460569
0.04331382183294168,212.967416136
0.04312631611072116,212.973507442
0.04312631611072116,212.97968312
0.04331382183294168,212.98571635
0.04312631611072116,212.991888331
0.04331382183294168,212.998066405
0.04331382183294168,213.004247083
0.04312631611072116,213.010399845
0.04331382183294168,213.01724422
0.04331382183294168,213.023455057
0.04312631611072116,213.029740526
0.04331382183294168,213.035770526
0.04331382183294168,213.041791823
0.04331382183294168,213.047909013
0.04331382183294168,213.053873391
0.04312631611072116,213.059945472
0.04312631611072116,213.066042919
0.04331382183294168,213.072911775
0.04331382183294168,213.078944377
0.04312631611072116,213.085053699
0.04312631611072116,213.0911162
0.04331382183294168,213.097240316
0.04312631611072116,213.103410428
0.04331382183294168,213.109425271
0.04331382183294168,213.115620272
0.04312631611072116,213.122825478
0.04331382183294168,213.128817356
0.04331382183294168,213.135058189
0.04312631611072116,213.14101897
0.04331382183294168,213.147312929
0.04331382183294168,213.153383296
0.04312631611072116,213.159496525
0.04331382183294168,213.1656922
0.04331382183294168,213.172296369
0.04312631611072116,213.178497774
0.04331382183294168,213.184660273
0.04331382183294168,213.190811367
0.04312631611072116,213.196736156
0.04331382183294168,213.20270152
0.04331382183294168,213.208693595
0.04312631611072116,213.214996876
0.04331382183294168,213.221126769
0.04331382183294168,213.227946818
0.04312631611072116,213.234023744
0.04331382183294168,213.243829369
0.04312631611072116,213.255026874
0.04350132755516221,213.261339735
0.04350132755516221,213.26741802
0.04331382183294168,213.273355051
0.04331382183294168,213.279412081
0.04331382183294168,213.285502919
0.04312631611072116,213.292256931
0.04331382183294168,213.298246309
0.04331382183294168,213.304180422
0.04331382183294168,213.310178758
0.04331382183294168,213.31615188
0.04331382183294168,213.322117199
0.04331382183294168,213.32815204
0.04312631611072116,213.334241572
0.04331382183294168,213.340395062
0.04350132755516221,213.347106105
0.04312631611072116,213.353127199
0.04350132755516221,213.35895944
0.04350132755516221,213.36487991
0.04331382183294168,213.37089278
0.04312631611072116,213.376828195
0.04331382183294168,213.382965958
0.04331382183294168,213.388973455
0.04331382183294168,213.395953609
0.04331382183294168,213.401965847
0.04331382183294168,213.408217361
0.04312631611072116,213.414503821
0.04350132755516221,213.420502416
0.04350132755516221,213.426619761
0.04312631611072116,213.432591582
0.04331382183294168,213.438457521
0.04331382183294168,213.444124972
0.04312631611072116,213.450892993
0.04331382183294168,213.456909084
0.04331382183294168,213.4630032
0.04312631611072116,213.46910862
0.04331382183294168,213.475254766
0.04331382183294168,213.481375028
0.04331382183294168,213.487327266
0.04312631611072116,213.493397164
0.04331382183294168,213.500342888
0.04331382183294168,213.506455752
0.04331382183294168,213.512681218
0.04331382183294168,213.518835384
0.04312631611072116,213.525043616
0.04350132755516221,213.530991219
0.04331382183294168,213.536838258
0.04312631611072116,213.543227787
0.04331382183294168,213.549107009
0.04331382183294168,213.556036857
0.04331382183294168,213.562067269
0.04331382183294168,213.568030498
0.04331382183294168,213.573986278
0.04312631611072116,213.58006383
0.04331382183294168,213.586202734
0.04350132755516221,213.592434612
0.04331382183294168,213.598508625
0.04312631611072116,213.604427219
0.04350132755516221,213.611187168
0.04350132755516221,213.617247429
0.04312631611072116,213.623277168
0.04331382183294168,213.629107016
0.04331382183294168,213.635141233
0.04312631611072116,213.641092125
0.04331382183294168,213.64714848
0.04350132755516221,213.653052386
0.04331382183294168,213.660024731
0.04312631611072116,213.666086035
0.04331382183294168,213.671957813
0.04350132755516221,213.67801797
0.04312631611072116,213.684034529
0.04331382183294168,213.690218173
0.04331382183294168,213.696340102
0.04331382183294168,213.702468067
0.04350132755516221,213.708646817
0.04350132755516221,213.715531868
0.04331382183294168,213.721874001
0.04350132755516221,213.727740153
0.04350132755516221,213.733722079
0.04312631611072116,213.739763331
0.04331382183294168,213.74596099
0.04331382183294168,213.751966093
0.04331382183294168,213.758037137
0.04350132755516221,213.764121197
0.04350132755516221,213.770746251
0.04331382183294168,213.776754066
0.04293881038850063,213.782757187
0.04331382183294168,213.788847551
0.04350132755516221,213.794985156
0.04312631611072116,213.801105884
0.04331382183294168,213.807206351
0.04350132755516221,213.813316145
0.04312631611072116,213.819350517
0.04331382183294168,213.82618989
0.04350132755516221,213.832270879
0.04331382183294168,213.838465828
0.04350132755516221,213.844416342
0.04350132755516221,213.850517953
0.04331382183294168,213.856421336
0.04331382183294168,213.862709409
0.04350132755516221,213.86872451
0.04350132755516221,213.876122272
0.04350132755516221,213.882007487
0.04331382183294168,213.887944783
0.04331382183294168,213.894018373
0.04350132755516221,213.899974057
0.04350132755516221,213.905916924
0.04331382183294168,213.9120825
0.04350132755516221,213.918430935
0.04368883327738274,213.924465825
0.04350132755516221,213.931362491
0.04350132755516221,213.937403792
0.04368883327738274,213.943737746
0.04350132755516221,213.950016392
0.04368883327738274,213.956031128
0.04350132755516221,213.962105659
0.04331382183294168,213.9681566
0.04350132755516221,213.974333732
0.04368883327738274,213.980353734
0.04350132755516221,213.987270661
0.04350132755516221,213.99322915
0.04350132755516221,213.999160193
0.04350132755516221,214.005235399
0.04350132755516221,214.011215139
0.04387633899960326,214.017311442
0.04368883327738274,214.023440084
0.04350132755516221,214.029504462
0.04368883327738274,214.035568887
0.04368883327738274,214.042444875
0.04368883327738274,214.048516853
0.04387633899960326,214.05450066
0.04387633899960326,214.06053858
0.04368883327738274,214.066616751
0.04368883327738274,214.072690088
0.04368883327738274,214.078858686
0.04350132755516221,214.085123327
0.04368883327738274,214.091957598
0.04387633899960326,214.097936351
0.04368883327738274,214.103959533
0.04350132755516221,214.11005099
0.04368883327738274,214.11617557
0.04368883327738274,214.122354739
0.04368883327738274,214.128453908
0.04368883327738274,214.134346564
0.04368883327738274,214.140317968
0.04350132755516221,214.147273232
0.04387633899960326,214.153844324
0.044063844721823786,214.161017449
0.04387633899960326,214.167167238
0.04387633899960326,214.17306505
0.044063844721823786,214.179101456
0.04368883327738274,214.18502859
0.04368883327738274,214.190956664
0.04387633899960326,214.196972548
0.04387633899960326,214.20380812
0.04387633899960326,214.209810361
0.04387633899960326,214.215808954
0.04387633899960326,214.221820358
0.04368883327738274,214.227821764
0.04387633899960326,214.233928588
0.04387633899960326,214.239823688
0.04368883327738274,214.245875202
0.04387633899960326,214.251960045
0.04387633899960326,214.258953485
0.04387633899960326,214.264951089
0.04387633899960326,214.27088093
0.044063844721823786,214.276726659
0.044063844721823786,214.282775251
0.044063844721823786,214.288887337
0.044063844721823786,214.294985513
0.044063844721823786,214.301011032
0.04387633899960326,214.306969472
0.044063844721823786,214.313845569
0.044063844721823786,214.319781974
0.044063844721823786,214.32573312
0.04387633899960326,214.331687808
0.044063844721823786,214.337747544
0.044063844721823786,214.34396109
0.04425135044404431,214.349881354
0.04425135044404431,214.355879949
0.04425135044404431,214.361783646
0.04387633899960326,214.368972815
0.04425135044404431,214.37508156
0.04425135044404431,214.381086975
0.044063844721823786,214.387188327
0.044438856166264834,214.392952759
0.044438856166264834,214.399043545
0.04425135044404431,214.405092554
0.044063844721823786,214.410968591
0.04425135044404431,214.416908486
0.04425135044404431,214.423776764
0.044063844721823786,214.429752755
0.044438856166264834,214.435896816
0.044438856166264834,214.442083275
0.044063844721823786,214.447857282
0.04425135044404431,214.453726813
0.044438856166264834,214.459738949
0.04425135044404431,214.465739937
0.04425135044404431,214.471684986
0.044438856166264834,214.478612537
0.044438856166264834,214.484612386
0.04425135044404431,214.490674472
0.044626361888485365,214.496652806
0.044626361888485365,214.502665824
0.044438856166264834,214.508685197
0.044626361888485365,214.514840461
0.044626361888485365,214.520794995
0.044626361888485365,214.527726036
0.04481386761070589,214.533904731
0.04481386761070589,214.539977232
0.044626361888485365,214.546126138
0.044626361888485365,214.552066607
0.04481386761070589,214.558018171
0.044626361888485365,214.563909217
0.044438856166264834,214.569845879
0.04481386761070589,214.575824107
0.04481386761070589,214.582419834
0.044626361888485365,214.588765454
0.044626361888485365,214.594686032
0.04481386761070589,214.60064223
0.04481386761070589,214.606636552
0.04500137333292642,214.612585194
0.045376384777367475,214.618652487
0.045188879055146944,214.624699831
0.04500137333292642,214.630874415
0.045188879055146944,214.637706603
